payer_auth_requirements	payer_auth_requirements_pkey	t	t	CREATE UNIQUE INDEX payer_auth_requirements_pkey ON public.payer_auth_requirements USING btree (id)
payer_delegated_entities	idx_pde_payer	f	f	CREATE INDEX idx_pde_payer ON public.payer_delegated_entities USING btree (payer_id)
payer_delegated_entities	idx_pde_payer_plan	f	f	CREATE INDEX idx_pde_payer_plan ON public.payer_delegated_entities USING btree (payer_id, plan_product_code)
payer_delegated_entities	payer_delegated_entities_payer_id_delegated_entity_id_plan__key	t	f	CREATE UNIQUE INDEX payer_delegated_entities_payer_id_delegated_entity_id_plan__key ON public.payer_delegated_entities USING btree (payer_id, delegated_entity_id, plan_product_code, state) NULLS NOT DISTINCT
payer_delegated_entities	payer_delegated_entities_pkey	t	t	CREATE UNIQUE INDEX payer_delegated_entities_pkey ON public.payer_delegated_entities USING btree (id)
payer_manual_extraction_history	idx_extraction_history_changed_at	f	f	CREATE INDEX idx_extraction_history_changed_at ON public.payer_manual_extraction_history USING btree (changed_at DESC)
payer_manual_extraction_history	idx_extraction_history_extraction	f	f	CREATE INDEX idx_extraction_history_extraction ON public.payer_manual_extraction_history USING btree (extraction_id, changed_at DESC)
payer_manual_extraction_history	payer_manual_extraction_history_pkey	t	t	CREATE UNIQUE INDEX payer_manual_extraction_history_pkey ON public.payer_manual_extraction_history USING btree (id)
payer_manual_sources	payer_manual_sources_pkey	t	t	CREATE UNIQUE INDEX payer_manual_sources_pkey ON public.payer_manual_sources USING btree (id)
payer_source_documents	idx_psd_acquisition	f	f	CREATE INDEX idx_psd_acquisition ON public.payer_source_documents USING btree (source_acquisition_method)
payer_source_documents	idx_psd_effective	f	f	CREATE INDEX idx_psd_effective ON public.payer_source_documents USING btree (payer_id, effective_start, effective_end)
payer_source_documents	idx_psd_parent	f	f	CREATE INDEX idx_psd_parent ON public.payer_source_documents USING btree (parent_document_id) WHERE (parent_document_id IS NOT NULL)
payer_source_documents	idx_psd_payer	f	f	CREATE INDEX idx_psd_payer ON public.payer_source_documents USING btree (payer_id, document_type)
payer_source_documents	idx_psd_source_url_canonical	f	f	CREATE INDEX idx_psd_source_url_canonical ON public.payer_source_documents USING btree (source_url_canonical) WHERE (source_url_canonical IS NOT NULL)
payer_source_documents	idx_psd_status	f	f	CREATE INDEX idx_psd_status ON public.payer_source_documents USING btree (status) WHERE ((status)::text = ANY ((ARRAY['pending'::character varying, 'processing'::character varying, 'ready_for_review'::character varying])::text[]))
payer_source_documents	payer_source_documents_pkey	t	t	CREATE UNIQUE INDEX payer_source_documents_pkey ON public.payer_source_documents USING btree (id)
payer_supported_plan_products	idx_pspp_payer	f	f	CREATE INDEX idx_pspp_payer ON public.payer_supported_plan_products USING btree (payer_id)
payer_supported_plan_products	payer_supported_plan_products_pkey	t	t	CREATE UNIQUE INDEX payer_supported_plan_products_pkey ON public.payer_supported_plan_products USING btree (payer_id, plan_product_code)
payers	payers_pkey	t	t	CREATE UNIQUE INDEX payers_pkey ON public.payers USING btree (id)
pcp_referrals	idx_pcp_ref_org_active	f	f	CREATE INDEX idx_pcp_ref_org_active ON public.pcp_referrals USING btree (organization_id, status) WHERE (status = 'active'::text)
pcp_referrals	idx_pcp_ref_patient	f	f	CREATE INDEX idx_pcp_ref_patient ON public.pcp_referrals USING btree (patient_id)
pcp_referrals	pcp_referrals_pkey	t	t	CREATE UNIQUE INDEX pcp_referrals_pkey ON public.pcp_referrals USING btree (id)
plan_products	plan_products_pkey	t	t	CREATE UNIQUE INDEX plan_products_pkey ON public.plan_products USING btree (code)
pos_codes	pos_codes_code_key	t	f	CREATE UNIQUE INDEX pos_codes_code_key ON public.pos_codes USING btree (code)
