leads	31	best_time_to_call	text		YES	
leads	32	notes	text		YES	
leads	33	consent_to_call	boolean		NO	true
leads	34	referral_partner_name	character varying		YES	
leads	35	organization_id	character varying		YES	
leads	36	dob	text		YES	
leads	37	engagement_halted	boolean		NO	false
login_attempts	1	id	character varying		NO	(gen_random_uuid())::text
login_attempts	2	ip	character varying		NO	
login_attempts	3	attempted_at	timestamp without time zone		NO	now()
manual_extraction_items	1	id	character varying		NO	(gen_random_uuid())::text
manual_extraction_items	3	section_type	character varying		NO	
manual_extraction_items	4	raw_snippet	text		YES	
manual_extraction_items	5	extracted_json	jsonb		YES	
manual_extraction_items	6	confidence	real		YES	
manual_extraction_items	7	review_status	character varying		NO	'pending'::character varying
manual_extraction_items	8	reviewed_by	character varying		YES	
manual_extraction_items	9	reviewed_at	timestamp without time zone		YES	
manual_extraction_items	10	applied_rule_id	character varying		YES	
manual_extraction_items	11	notes	text		YES	
manual_extraction_items	12	created_at	timestamp without time zone		YES	now()
manual_extraction_items	13	applies_to_plan_products	jsonb		YES	'["all"]'::jsonb
manual_extraction_items	14	last_verified_at	timestamp without time zone		YES	
manual_extraction_items	15	needs_reverification	boolean		YES	false
manual_extraction_items	16	source_document_id	character varying		YES	
manual_extraction_items	17	is_demo_seed	boolean		NO	false
nurture_sequences	1	id	character varying		NO	gen_random_uuid()
nurture_sequences	2	name	text		NO	
nurture_sequences	3	description	text		YES	
nurture_sequences	4	trigger_event	text		NO	
nurture_sequences	5	steps	jsonb		YES	'[]'::jsonb
nurture_sequences	6	enabled	boolean		NO	true
nurture_sequences	7	created_at	timestamp without time zone		NO	now()
nurture_sequences	8	organization_id	character varying		YES	
org_lead_sources	1	id	uuid		NO	gen_random_uuid()
org_lead_sources	2	organization_id	text		NO	
org_lead_sources	3	slug	text		NO	
org_lead_sources	4	label	text		NO	
org_lead_sources	5	source_type	text		NO	
org_lead_sources	6	is_active	boolean		NO	true
org_message_templates	1	id	uuid		NO	gen_random_uuid()
org_message_templates	2	organization_id	text		NO	
org_message_templates	3	template_key	text		NO	
org_message_templates	4	channel	text		NO	
org_message_templates	5	subject	text		YES	
org_message_templates	6	body	text		NO	
org_message_templates	7	variables	jsonb		NO	'[]'::jsonb
org_message_templates	8	is_active	boolean		NO	true
